폰모델 제목,가격,등록시간,내용
배터리91) 아이폰SE2 128 블랙,300000,2022-07-08,"* 사진으로는 안나오는 기스가 많아요 작은 생활기스라도 꼼꼼히보고 정확하게 안내하고 있습니다 제품 받으시면 다들 좋아하세요

<제품 정보>
•제품명 : 아이폰SE2
•색상 : 블랙
•용량 : 128G
•배터리효율 : 91% (배터리 좋아요)
•수리 및 보증기간 : 21년 5월 28일
•외관 정보 : A급 뒷면에 오른쪽 위, 뒷면에 아랫쪽에 기스 있어요
                          그외엔 깨끗해요 사진 봐주세요
•구성품 : 휴대폰 + 충전기+ 보호필름 + 투명젤리케이스
               + 그립톡(거래 예정시 선택) + 일회용 소독제
              감사의 마음을 담아 이 모든걸 다 드려용 ㅎ
•직거래 : 9호선 선유도역 (아무때나 다 맞춰드려용)
•택배거래 : 과한 뽁뽁이로 안전하게 보내드려요 (놀람 주의ㅎ)
                오후5시까지 우체국택배 당일발송 가능 (다음날 수령)
                선불4000원 후불4500원 이에요 ㅎ

•기타 사항 : 
SK, KT, LG, 선불유심 및 알뜰유심 등 사용하시던 
유심 끼우시면 통신사 상관없이 바로 사용 가능합니다.
모든 제품 기능에는 이상이 없습니다 (검수 완료 제품 판매)
* 25% 선택 약정 할인 가능 *

 쿡쿡 많이 찔러봐주세용 
 문의만 주셔도 언제든 친절한 답변 드림미당 일단 톡 주세용

* 등급별 제품안내*
SS급 : 새상품과 같아요 ㅎ
S급   : 생활 기스 제외하고 찍힘, 잔상, 벗겨짐이 전혀 없어요
A급   : 1-2군데 찍힘, 스크래치가 있지만 전체적으로 깨끗해요
B급.  : 액정이나 제품에 스크래치나 찍힘이 3개 이상 있지만
           많이 지저분하진 않아용 가성비 좋아요
C급.  : 외관이 지저분하지만 저렴해요 막 쓰기 좋아요

좋은 제품을 저렴한 가격에 드리도록 항상 노력하겠습니다
코로나 걱정되시죠? 모든 제품은 판매 전 알콜로
깨끗하게 빡빡 닦아서 드리고 있어요 (후기 한 번 봐주세요)

No 128"
XS 64 골드 배터리83 아이폰XS 64기가,330000,2022-07-08,"* 사진으로는 안나오는 기스가 많아요 작은 생활기스라도 꼼꼼히보고 정확하게 안내하고 있습니다 제품 받으시면 다들 좋아하세요 (*후기 한 번 봐주세요*)

<제품 정보>
•제품명 : 아이폰XS
•색상 : 골드
•용량 : 64G
•배터리효율 : 83%
•외관 정보 : 위 아래 콕콕 작은 찍힘이 있어용
                   그 외엔 넘나 깨끗해용
                   사진에 잘 보이게 올렸어용
•구성품 : 휴대폰 + 강화유리 보호필름 + 범퍼케이스
               + 그립톡(거래 예정시 선택) + 일회용 소독제
              감사의 마음을 담아 이 모든걸 다 드려용 ㅎ
•요기서 만날 수 있어요 : 9호선 선유도역 
                                     2호선 신정네거리역
                                    (아무때나 다 맞춰드려용)
•택배거래 : 과한 뽁뽁이로 안전하게 보내드려요
               16시까지 결제 시 우체국택배 당일발송 가능
              (17시 30분 발송 후 대부분 다음날 수령 가능)
              선불4000원 후불4500원 이에요 ㅎ
•기타 사항 : 
SK, KT, LG, 선불유심 및 알뜰유심 등 사용하시던 
유심 끼우시면 통신사 상관없이 바로 사용 가능합니다.
모든 제품 기능에는 이상이 없습니다 
검수 완료 제품만 판매하고 있어요^^

 쿡쿡 많이 찔러봐주세용 
 문의만 주셔도 언제든 친절한 답변 드림미당 일단 톡 주세용

좋은 제품을 저렴한 가격에 드리도록 노력하겠습니다
코로나 걱정되시죠? 모든 제품은 판매 전 알콜로
깨끗하게 닦아서 드리고 있어요
문의만 주셔도 언제나 친절한 답변 드려요 하트하트

No 105"
SE2 128 화이트 배터리93,280000,2022-07-08,"* 사진으로는 안나오는 기스가 많아요 작은 생활기스라도 꼼꼼히보고 정확하게 안내하고 있습니다 제품 받으시면 다들 좋아하세요 (*후기 한 번 봐주세요*)

<제품 정보>
•제품명 : 아이폰SE2
•색상 : 화이트
•용량 : 128G
•배터리효율 : 93%
•수리 및 보증기간 : 22년 7월 4일
•외관 정보 : 옆쪽과 액정에 점 크기의 
                   찍힘이 있지만 전체적으로 깨끗해용
                   사진에 잘 보이게 올렸어용
•구성품 : 휴대폰 + 강화유리 보호필름 + 범퍼케이스
               + 그립톡(거래 예정시 선택) + 일회용 소독제
               + 가정용 충전기
              감사의 마음을 담아 이 모든걸 다 드려용 ㅎ
•요기서 만날 수 있어요 : 9호선 선유도역 
                                     2호선 신정네거리역
                                    (아무때나 다 맞춰드려용)
•택배거래 : 과한 뽁뽁이로 안전하게 보내드려요
               16시까지 결제 시 우체국택배 당일발송 가능
              (17시 30분 발송 후 대부분 다음날 수령 가능)
              선불4000원 후불4500원 이에요 ㅎ
•기타 사항 : 
SK, KT, LG, 선불유심 및 알뜰유심 등 사용하시던 
유심 끼우시면 통신사 상관없이 바로 사용 가능합니다.
모든 제품 기능에는 이상이 없습니다 
검수 완료 제품만 판매하고 있어요^^

 쿡쿡 많이 찔러봐주세용 
 문의만 주셔도 언제든 친절한 답변 드림미당 일단 톡 주세용

좋은 제품을 저렴한 가격에 드리도록 노력하겠습니다
코로나 걱정되시죠? 모든 제품은 판매 전 알콜로
깨끗하게 닦아서 드리고 있어요
문의만 주셔도 언제나 친절한 답변 드려요 하트하트

No 100"
(특가) 정현씨앤씨 Nextbook A8 테블릿 16G,220000,2022-07-08,"정현씨앤씨에서 나온 미개봉 테블릿 판매합니다
색상 블랙이구요
8인치입니다
블루투스되는 키보드 마우스 다 사용가능하구요
동시 터치 지원되구요
피아노앱 등의 동시 포인팅을 필요로 하는 앱에서
탁월한 능력을 발휘합니당
티비 모니터 등과 연결도 가능하구요
인터넷에 정현씨앤씨 Nextbook 검색해보세요
후기도 아주 좋아용

기본16기가지만 메모리카드 꼽으셔서 128기가까지
사용가능하세용~~

인터넷최저가 497000원이지만 완전 저렴하게 팔아용
구매 해 주실 분 연락주세요"
아이폰xr 256 가격인하,200000,2022-07-08,"아이폰xr 256기가 
기기 카메라테두리가 긁힌거 빼곤 기기 후면 하단 상단 긁힘 없습니다
액정 강화필름 옆으로 살짝 기스가 났어요

배송비 포함
연락주세요"
아이폰 12 미니 레드,420000,2022-07-08,"미니 레드 64기가 배터리 성능 83%
흠집 없이 깨끗한 상태입니다.
연락주세요~"
에어팟2세대,80000,2022-07-08,"상태 아주좋아요 
에어팟 필요하신분 빠르게 겟하가세요!!"
아이폰12미니로 아이폰12프로 나 12 교신 합니다,9999999,2022-07-08,"배터리 96%
깨짐 없음
상태 전반적으로 깨끗합니다 워낙 깨끗하게 쓰는 편이라 추금도 드리니 많이 찔러주십쇼 직거래 서울입니다 왠만하면 직거래만 합니다~"
아이폰12프로맥스 256GB 실버 팝니다 울산중고폰,1030000,2022-07-08," 안녕하세요 🌼중고폰마켓JJ🌼 입니다:)

📞 빠르고 신속한 문의번호는
      0 1 0 4 1 1 4 8 6 2 3 입니다

설명드릴 기기는 🔅아이폰 12프로맥스 🔅입니다.

🔍 전체적으로 큰 기스 없이 깨끗한 기기이며 
      실버색상 특유의 테두리 생활감 보입니다. 
      중고폰 특성상 약간의 생활감 있을 수 있습니다. 
      보증기간(무상리퍼)2022/12/06(단,배터리제외)
      배터리성능치 92%

🔍 애플 아이폰 12프로맥스 256GB 실버 

🔍 25% 요금할인 가능한 단말기 입니다.

🔍 (3사 유심 호환가능, 알뜰폰 가능)
 
🔍 기기단품


✔ 택배는 별도입니다

✔ 택배 구매시 당일 배송입니다 (우체국 택배사 이용 📦)
     (우체국택배 선불이용시 4,000 착불도 가능)

✔ 상담주실때 상품 캡쳐나, 사진 보내주시면 빠른 상담 가능


🗣 저희는 짜집기나 양심에 찔리는 짓은 안합니다


✔ 교신/추금 은 하지 않습니다! 네고 사절합니다!

✔ 직거래 구매시 매장 방문 시간은
     오전 10시부터~오후9시 입니다

방문 전 전화나 문자 한통은 고객님의 센스 😎

🗣 꼭 읽어주시고 구매 부탁드립니다 (필독사항!!!)

1. 판매중인 기기는 실운영중인 매장에있는 실사 사진입니다.
    (이미지컷, 도용사진 절대 아닙니다🙅‍♀️)
2. 기능상 문제에 의한 교환 의사는 반드시 제품구매하신
    날짜를 포함하여 7일 이내로 연락주셔야 가능합니다.
   (이후 발생하는 기능상 문제건에 대해서는 해당 제조사 
   서비스센터 및 수리점 방문하셔야 됩니다.)
3. 기능상 문제가 아닌, 단순변심으로는
    교환&환불 절대 안됩니다🚫
4. 간혹 기능상 문제가 발생할 시에 교환이 필요한 경우에는
    똑같은 특성의 기기가 없음으로 추가금이
    발생하실 수도 있는 점 참고부탁드립니다."
아이폰13/128기가/새제품,950000,2022-07-08,"아이폰 13 / 128기가 / 스타라이트 / 풀박스 판매
개봉하자마자 조금 무거운거 같아 바로 판매합니다.
실사용은 없다 보시면 됩니다."
ip12프로맥스ㅣ128기가ㅣ블루(3종무료사은품)5959,1040000,2022-07-08,"✅기종- 아이폰12프로맥스

✅색상- 블루 

✅용량- 128기가  

✅배터리 성능- 100% 

🔹기본 사은품 ( 젤리 케이스 * 필름 * 충전기 ) 

♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥
♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥

📌 모든단말기는♦통신사 관계 없이♦유심만 넣으면 바로 사용 가능한 정상해지된 공기계 제품입니다.

📌 모든 단말기는 들어오자마자 외관및 기계 결함 문제등 2번의 검수를 거쳐 문제가 있을시 반품처리하고 있습니다 특별한 경우(찍힘,스크레치)첨부 사진을 통해 안내드리고 그에 맞게 저렴하게 판매 합니다

📌 기계 결함의 문제가 아닌 고객 단순변심으로 인한 환불은 불가 합니다"
iphone 12,700000,2022-07-08,"iphone 12
128 GB
s금 
"
아이폰11케이스 노키아 8비트 세일러문 키치케이스,10000,2022-07-08,"새상품 입니다 
개당가격 1만원입니다.

직거래가능 
우체국 우편,등기,소포
편의점택배,반값택배가능"
A1688 아이폰6S 로즈골드 64GB 배터리성능100,114000,2022-07-08,"제품정보

​번호 : 166760 (문의하실때 말씀해주시면 바로 확인가능합니다)

​가격 : 114.000원​

모델명 : A1688 (아이폰6S 64GB)

​색상 : 로즈골드

​최초통신사 : (통신사 상관없이 사용가능합니다!)

​리퍼기간 : 리퍼만료

​용량 : 64GB

​배터리성능: 100%

​구성품 : 강화유리필름+젤리케이스

​

​제품설명

액정 생활기스 약간

테두리 뒷면 찍힘 있어요 사진참고해주세요

기능모두정상

공기계 ​선택약정 25% 할인됩니다

​모든제품 검수완료 / 기능이상시 7일이내 교환/환불가능 ( 단순변심/ 고객과실제외)

​

​​거래방식

​1. 직거래 ( 신중동역3번출구 도보3분)

​2. 택배거래 (+4,000원)

​3. 퀵거래 (금액문의)

​

​업체정보 및 연락처

​&lt; 중고나라 신중동중고폰 &gt;

​주소지 : 차량 ) 부천시 길주로 284 헤리움 메트로 타워 219호 누베베 한의원 옆

​( 지하주차장 1시간무료)

​도보 ) 신중동역 3번출구 나오셔서 좌회전 직진100미터

​영업시간 : 오전 11:00 ~ 21:00 ( 제품문의는 24:00 까지 가능 )

​연락처 : 010-8223-0708

​

​

​A1688,아이폰6S64GB,신중동역아이폰6S64GB,부천아이폰6S64GB,경기도아이폰6S64GB,중고폰구매 ,부천아이폰중고폰 판매

​

​■구 성 품 단 품 추 가 구 매 시 ■

​1)충전기 : 5,000원

2)충전5핀케이블 : 3,000원

충전C핀케이블 : 4,000원

3)강화필름 : 3,000원

4)젤리케이스 : 3,000원

5)변환젠더 : 1,000원

6)스마트링 : 2,000원

7)이어폰 :5000원

8)유심핀,젠더:2000원

﻿"
갤럭시s20 외관깨끗 최저가판매 s20,270000,2022-07-08,"((( 문의전화)))
☎0.1.0 .6.6.6.4 .0.2.0.0 ☎

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소
<권과장 꼭 찾아주시면 서비스 꼭 드려요>

모델명:갤럭시s20

색상:그레이.화이트.핑크

저장공간: 128G

가격: 270.000원

거래방식:직거래(인천).택배(4시이전입금당일배송원칙).퀵(당일가능)

문의전화: 0 1 0 - 6 6 6 4 - 0 2 0 0

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소

기기상태: 기기검수100%완료된상품입니다.
기능정상 외관깨끗 잔상유 배터리상태굿!


(공지사항) 

*물품수령 후 30일이내 기능불량시 무상A/S 가능합니다.
(고객과실에 의한 부분은 처리 불가능합니다)

*물품수령 후 7일이내 기능불량시 교환및수리 환불 가능합니다.
(고객 과실에 의한 부분은 처리 불가능 합니다)

*중고물품 특성상 고객변심,소모품(배터리.외형사용감)으로 인한 
 교환 및 환불은 불가능 합니다."
